14-02-23,00:00:26,1.086480e-08
14-02-23,00:01:26,1.086480e-08
14-02-23,00:02:26,1.086480e-08
14-02-23,00:03:26,1.086480e-08
14-02-23,00:04:26,1.086480e-08
14-02-23,00:05:26,1.086480e-08
14-02-23,00:06:26,1.086480e-08
14-02-23,00:07:26,1.086480e-08
14-02-23,00:08:26,1.086490e-08
14-02-23,00:09:26,1.086480e-08
14-02-23,00:10:26,1.086480e-08
14-02-23,00:11:26,1.086480e-08
14-02-23,00:12:26,1.086480e-08
14-02-23,00:13:26,1.086480e-08
14-02-23,00:14:26,1.086490e-08
14-02-23,00:15:26,1.086480e-08
14-02-23,00:16:26,1.086480e-08
14-02-23,00:17:26,1.086470e-08
14-02-23,00:18:26,1.086480e-08
14-02-23,00:19:26,1.086490e-08
14-02-23,00:20:26,1.086480e-08
14-02-23,00:21:26,1.086480e-08
14-02-23,00:22:26,1.086480e-08
14-02-23,00:23:26,1.086480e-08
14-02-23,00:24:26,1.086480e-08
14-02-23,00:25:26,1.086490e-08
14-02-23,00:26:26,1.086480e-08
14-02-23,00:27:26,1.086480e-08
14-02-23,00:28:26,1.086490e-08
14-02-23,00:29:26,1.086490e-08
14-02-23,00:30:26,1.086480e-08
14-02-23,00:31:26,1.086480e-08
14-02-23,00:32:26,1.086490e-08
14-02-23,00:33:26,1.086470e-08
14-02-23,00:34:26,1.086480e-08
14-02-23,00:35:26,1.086480e-08
14-02-23,00:36:26,1.086480e-08
14-02-23,00:37:26,1.086480e-08
14-02-23,00:38:26,1.086480e-08
14-02-23,00:39:26,1.086480e-08
14-02-23,00:40:26,1.086480e-08
14-02-23,00:41:26,1.086490e-08
14-02-23,00:42:26,1.086500e-08
14-02-23,00:43:26,1.086480e-08
14-02-23,00:44:26,1.086480e-08
14-02-23,00:45:26,1.086480e-08
14-02-23,00:46:26,1.086490e-08
14-02-23,00:47:26,1.086480e-08
14-02-23,00:48:26,1.086490e-08
14-02-23,00:49:26,1.086480e-08
14-02-23,00:50:26,1.086480e-08
14-02-23,00:51:26,1.086480e-08
14-02-23,00:52:26,1.086490e-08
14-02-23,00:53:26,1.086480e-08
14-02-23,00:54:26,1.086480e-08
14-02-23,00:55:26,1.086470e-08
14-02-23,00:56:26,1.086490e-08
14-02-23,00:57:26,1.086490e-08
14-02-23,00:58:26,1.086480e-08
14-02-23,00:59:26,1.086490e-08
14-02-23,01:00:26,1.086470e-08
14-02-23,01:01:26,1.086480e-08
14-02-23,01:02:26,1.086480e-08
14-02-23,01:03:26,1.086480e-08
14-02-23,01:04:26,1.086480e-08
14-02-23,01:05:26,1.086480e-08
14-02-23,01:06:26,1.086470e-08
14-02-23,01:07:26,1.086470e-08
14-02-23,01:08:26,1.086480e-08
14-02-23,01:09:26,1.086480e-08
14-02-23,01:10:26,1.086470e-08
14-02-23,01:11:26,1.086480e-08
14-02-23,01:12:26,1.086470e-08
14-02-23,01:13:26,1.086480e-08
14-02-23,01:14:26,1.086480e-08
14-02-23,01:15:26,1.086480e-08
14-02-23,01:16:26,1.086480e-08
14-02-23,01:17:26,1.086480e-08
14-02-23,01:18:26,1.086480e-08
14-02-23,01:19:26,1.086470e-08
14-02-23,01:20:26,1.086480e-08
